OBJECTID,Reported Date,Information Reliability,Region of Incident,Number Dead,Number Missing,Nationalities,Region of Origin,Migrant route,Location Description,Number of Female,Number of Male,Number of Children,Age Range,Information Source,URL,Comments,Has the record been reviewed for quality and ready for public view,Cause of death,Number of survivors,x,y,
28572,"June 6, 2015",Partially Verified,U.S./Mexico Border,1,,Mexican,Central America,Mexico to United States,"Rio Grande, near recreation centre La Playita in Reynosa, Tamaulipas, Mexico",,1,1,15,La Prensa,http://www.laprensa.mx/notas.asp?id=371404,,Yes,Drowning,,-10946181.1460081,3016980.48242552,
28574,"September 11, 2015",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to United States,"Rio Grande, Centinela in Piedras Negras, Coahuila, Mexico",,1,,,Zocalo Saltillo,http://bit.ly/1VTxKv3,,Yes,Drowning,,-11188913.1826935,3337785.5919695,
28576,"October 21, 2015",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America & Mexico,Mexico to United States,"Rio Grande near El Carrizal, Mexico",,1,,25-30,La Prensa,http://www.laprensa.mx/notas.asp?id=397034,,,Drowning,,-11392614.5604112,3489388.84491302,
28977,"September 27, 2015",Partially Verified,Sub-Saharan Africa,3,19,Comoran,Sub-Saharan Africa,Comoros to Mayotte,between Comoran islands and Mayotte,1,,2,"20F, 2 children",AFP,bit.ly/23NpGkf,,Yes,Presumed drowning,,4978232.2957838,-1420334.75393584,
30183,"October 17, 2015",Partially Verified,Middle East ,20,,Afghanistan,South Asia,Other,"Between Tehran and the central city of Qom, Iran",,,,,Various media,bit.ly/1V35Hbo,,,Vehicle accident,,5679576.75049551,4190997.41738652,
34577,"March 10, 2015",Partially Verified,U.S./Mexico Border,1,,Unknown,Unknown,Mexico to United States,"Rio Grande near Guerrero, Coahuila, Mexico",,,,,@Frankzocalo,https://twitter.com/Frankzocalo,,,Drowning,,-11069265.4259426,3140802.9502126,
42177,"December 13, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,Central America to United States,"San Martin de las Piramides, near Mexico City, Mexico",,1,,40,SDP Noticias,http://bit.ly/1IRe6gE,,,Fell from train,,-11002211.3551004,2238112.86091771,
42178,"July 14, 2015",Partially Verified,Europe,1,,Unknown,Unknown,,"M5 near border crossing at Roezke, Hungary",,1,,,Hu Lala,http://bit.ly/1MIyn3k,,,Hit by vehicle,,2225428.26203769,5810361.50414994,
44577,"October 20, 2015",Partially Verified,U.S./Mexico Border,1,,Salvadoran,Central America & Mexico,Central America to US,"Rio Bravo, near Nuevo Laredo, Mexico",1,,,37,Zocalo Saltillo,http://bit.ly/1YdyUlj,,,Drowning,,-11073997.0101371,3183573.17919547,
44582,"April 19, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,Central America to United States,"Federal highway 90, between Irapuato and Abasolo, Mexico",,1,,34,AM León (Mexico),http://bit.ly/1SxEcUw,,,Hit by vehicle,,-11293978.2157265,2336942.63303776,
44583,"October 20, 2015",Partially Verified,U.S./Mexico Border,1,,Mexican,Central America & Mexico,Mexico to US,"Rio Bravo, near Nuevo Laredo, Mexico",,1,,28,Zocalo Saltillo,http://bit.ly/1YdyUlj,,,Drowning,,-11075200.8933606,3184987.26420348,
44584,"July 28, 2015",Partially Verified,U.S./Mexico Border,1,,Mexican,Central America,Mexico to United States,Rio Grande (on Mexican side of Laredo Sector),,1,,49,La Jornada,http://bit.ly/1QjSzuh,,,drowning,,-11074722.8357036,3181525.52775538,
44585,"August 13, 2015",Partially Verified,U.S./Mexico Border,1,,Mexican,Central America,Mexico to United States,"Rio Grande, near Ejido deCalabazas, Mexico",,1,,40,El Manana,http://bit.ly/1XHKqpi,,,Drowning,,-12279641.1699841,3674293.87630156,
44586,"November 27, 2015",Partially Verified,U.S./Mexico Border,2,,Mexican,Central America,Mexico to United States,"Rio Grande, near McAllen–Hidalgo–Reynosa International Bridge, Nuevo Laredo, Mexico",,2,,18-20,Codigo San Luis,http://bit.ly/1Oyaoeu and http://www.laprensa.mx/notas.asp?id=405916,,,drowning,,-10941460.0427663,3012060.24754044,
44587,"December 30, 2015",Verified,U.S./Mexico Border,145,,Mixed,Central America & Mexico,Mexico to United States,State of Texas,,,,,County sheriffs and medical examiners,,Yearly total reported from Texas border counties,,Mixed,,-11048526.9513454,3665316.33032645,
44588,"December 30, 2015",Verified,U.S./Mexico Border,139,,Mixed,Central America & Mexico,Mexico to United States,State of Arizona,9,108,,,Pima County Office of the Medical Examiner,,Yearly total from Arizona border counties,,Mixed,,-12412231.8937595,4096179.33619205,
44589,"December 30, 2015",Verified,U.S./Mexico Border,10,,Mixed,Central America & Mexico,Mexico to United States,State of California,2,8,,,Imperial County sheriff,,Yearly total for California border counties,,Mixed,,-12848214.897415,3899735.3045921,
44978,"October 17, 2015",Partially Verified,U.S./Mexico Border,1,,Salvadoran,Central America,Central America to United States,"Rio Grande, near El Patinadero, Nuevo Laredo City",1,,,37,La Jornada,http://bit.ly/1SufxFk,,,drowning,,-11074417.0875939,3182203.90760363,
44979,"November 19, 2015",Partially Verified,U.S./Mexico Border,1,,Ecuadorian,South America,Central America to United States,"Rio Bravo near Acunya, Mexico",,1,,38,@HS_Barboza,bit.ly/24FqFU5,,,drowning,,-11236726.0440121,3418658.89402006,
44980,"December 23, 2015",Partially Verified,U.S./Mexico Border,1,,Honduras,Central America,Central America to United States,"Rio Bravo, an area called las ‘‘cruces” under the international bridge in",,1,,,Noticias de Honduras,http://bit.ly/1KDsdaz,,,drowning,,-11076347.1225501,3186073.53118684,
46577,"October 13, 2015",Verified,Europe,1,,Afghan,South Asia,Calais to UK,"M20 highway, near junction 8 for Leeds, near Maidestone, Kent, England",,1,,22,Daily Mail,http://dailym.ai/1WmVWHU,,,Hit by truck,,57538.7889015657,6674368.28926501,
50978,"October 13, 2015",Partially Verified,Central America incl. Mexico,1,,El Salvador,Central America & Mexico,Central America to United States,"A canal in the city of Reynosa, Tamaulipas, Mexico",,1,,22,102Nueve,bit.ly/1QV0swL,,,Drowning,,-10943180.0520184,3011730.88885561,
51377,"September 9, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Central America to United States,"5 km before Sanchez Station, Nuevo Laredo, Mexico",,1,,20 / 25,LMTenEspañol,bit.ly/1UzDtV9,,,Hit by train,,-11097605.1566029,3181270.04508561,
54980,"July 1, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Central America to United States,"In train car in Apizaco, Tlaxcala",,1,,,Cinco Radio,http://bit.ly/24Bl93O,,,Unknown,,-10925178.5287382,2204567.01700329,
55378,"March 28, 2015",Partially Verified,Central America incl. Mexico,1,,Dominican Republic,Caribbean,Unknown,"100 meters from the road to Matehuala, Mexico",,1,,42,Pulso,http://bit.ly/1GJ1mFg,,,Unknown,,-11201554.5249937,2716014.08550102,
55379,"December 10, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Central America to United States,"Near train tracks in San Joaquin de Torreon, Coahuila, Mexico",,1,,,Milenio,http://bit.ly/1O2hyaV,,,Heart Attack,,-11517154.6244375,2938592.17725028,
55777,"December 27, 2015",Partially Verified,Central America incl. Mexico,1,,El Salvador,Central America,Central America to United States,"Train Station, Tapachula, Chiapas, Mexico",,1,,,Quadratin Queretaro,http://bit.ly/1WUUHQb,,,Unknown,,-10272051.6750912,1676893.64047714,
56177,"August 9, 2015",Partially Verified,U.S./Mexico Border,1,,Honduras,Central America & Mexico,Central America to United States,"Piedras Negras, Mexico",,1,,,UnoTV,http://bit.ly/1VRqbb0,,,gang violence (body dismembered),,-11195062.7737087,3340482.8527435,
57377,"July 4, 2015",Partially Verified,Central America incl. Mexico,4,,Reported as unspecified nationals of Honduras and Guatemala,Central America & Mexico,Central America to United States,"Highway near San Dionisio del Mar,  San Francisco Ixhuatan, Istmo de Tehuantepec, Oaxaca, Mexico",,,,,El Universal,http://eluni.mx/1ZEFSAj,,,Vehicle accident,9,-10548464.4356104,1846196.75293902,
62177,"March 5, 2015",Partially Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to United States,"Rio Grande, near Miguel Alemán, Tamaulipas, Mexico",,1,,40,El Manana,http://bit.ly/1UdMMbs,,,Drowning,,-11090381.8574843,3201869.82415776,
65378,"November 19, 2015",Partially Verified,Mediterranean,1,,Unknown,Sub-Saharan Africa,Western Mediterranean,"26 miles off the coast of Motril, Granada, Spain",1,,,,El Diario,http://bit.ly/1TWaXkV,,,drowning,,-393181.15837936,4382689.05617024,
65777,"December 27, 2015",Partially Verified,Europe,1,,Afghanistan,MENA,Calais to UK,"Motorway near Dunkirque, France",,1,,,El Siglo de Torreon,http://bit.ly/24taPcp,,,Likely suffocation (found dead in a truck),,267104.185180577,6624186.70305391,
67379,"October 25, 2015",Partially Verified,Central America incl. Mexico,1,,Guatemala,Central America,Central America to United States,"Hospital General de Minatitlán, Veracruz, MX",,1,,48,60 Minutos,http://bit.ly/25NsHob,,,Heart Attack,,-10524986.1276345,2037066.06771454,
73814,"May 9, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Mexico to United States,"Los Pinos, Mexicali, Mexico",,,,,El Vigia,http://bit.ly/1UAd5gE,,,Shot,2,-12851695.5890555,3849006.88716397,
77377,"January 18, 2015",Partially Verified,Central America incl. Mexico,1,,Honduras,Central America,Unknown,"Near railway tracks, Villahermosa, Tabasco, Mexico",,1,,34,Excelsior,http://bit.ly/2910OhK,,,Murdered by gang members,,-10343436.0381691,2035596.97464521,
77777,"May 30, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Unknown,"La Rumorosa, Baja California, Mexico",,1,,28,El Mexicano.com,http://bit.ly/291fuQ9,,,Shot,,-12921907.315623,3842599.55155158,
78177,"December 17, 2015",Partially Verified,Central America incl. Mexico,1,,Cuban,Caribbean,Caribbean to United States,"Near Ochomogo River near Pica Pica, Nicaragua",,1,,18,Habana Linda,http://bit.ly/295aRWk,,,Assaulted by smugglers,,-9570045.61925741,1306718.52374667,
78580,"November 30, 2015",Partially Verified,U.S./Mexico Border,1,,Mexican,Central America,Mexico to United States,"All American Canal, near Calexico, Mexico",,1,,18,Noroeste,http://bit.ly/291fuQ9,,,Drowning,,-12855838.6374549,3853759.87816077,
78581,"June 2, 2015",Verified,North Africa,18,,"Niger (3), Mali(3), Senegal(3), Guinea(3), Ivory Coast(2), CAR(1), Liberia(1)",Unknown,,"Between Arlit in Niger and Algeria. 67 and 70 km Northeast of Assamaka, Niger.",1,17,,,IOM Niger,http://bit.ly/1N2FLsN,,,Dehydration and exposure to the elements,,824237.83162693,2290225.46540745,
78582,"June 14, 2015",Verified,North Africa,15,,Unknown,Unknown,,"Near Dirkou, northeast of Agadez, Niger",,,,,IOM Niger,,,,Dehydration and exposure to the elements,,1435463.68318101,2154981.68391697,
78977,"November 29, 2015",Partially Verified,North Africa,4,,Mali,Sub-Saharan Africa,,"On the road to Kidal, northeastern Mali",,,,,AFP,http://dailym.ai/1PqBnID,,,Shot,6,156713.243099264,2089244.46566537,
78978,"December 3, 2015",Partially Verified,North Africa,2,,Cameroonian,Sub-Saharan Africa,,"Cave near Fnideq, Morocco, 7km from Ceuta",,2,,,International Business Times,http://bit.ly/1N6KhY5,Suffocation by smoke,,Suffocation,,-596261.806037275,4279279.44418822,
83377,"August 9, 2015",Partially Verified,Central America incl. Mexico,1,,Nicaragua,Central America,Unknown,"Chahuites, Oaxaca, Mexico",,1,,42,Dario Marca,http://bit.ly/29uBsrD,,,Criminal Violence,,-10740475.0917232,1771934.16734841,
83778,"May 4, 2015",Partially Verified,Southeast Asia,2,,Likely Rohingya,South East Asia,,"Trafficking camps in Phang Nga province, Thailand",,,,,BBC,http://bbc.in/1KbWCHr,,,Unknown,,10983000.8549507,954223.040737587,
91778,"December 1, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,Central America to the US,"Beach in Cuauhtemoc, San Mateo del Mar, Oaxaca, Mexico",,1,,,News Oaxaca,http://bit.ly/2b0ei11,,,Injuries caused by boat motor,,-10572874.3993365,1827228.33745404,
96977,"April 14, 2015",Partially Verified,U.S./Mexico Border,1,2,Mexican,Central America,Mexico to US,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",2,1,,,Hoy Tamaulipas,http://bit.ly/2bUSuFa,,,Drowning,,-11078075.4959034,3185665.17419828,
96978,"May 27, 2015",Partially Verified,U.S./Mexico Border,9,,Unknown,Central America,Mexico to US,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico",,1,,,Hoy Tamaulipas,http://bit.ly/2bFuntl,Note: this is the cumulative reported number of bodies recovered from Jan 1 - May 28 2015 from the Rio Grande,,Drowning,,-11074024.3333947,3184059.99665759,
96979,"December 18, 2015",Partially Verified,Europe,1,,Eritrea,Horn of Africa,,"Escaping from health center in Sardinia, Italy",,1,,24,El Comercio,http://bit.ly/2bmAReE,,,Head injury from fall,,1021442.82861597,4875725.97013179,
101779,"March 5, 2015",Verified,Central America incl. Mexico,1,,Honduras,Central America & Mexico,Central America to US,"Chacamax River, Chiapas, Mexico",,1,,,La 72,,,,Drowning,,-10210268.1304036,1976806.32195698,
103377,"August 10, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America & Mexico,,"Near Leon, Guanujuato, Mexico",,1,,,Informativo Agora,https://twitter.com/AGORAgto/status/631209933116166144,,,Fell from train,,-11300508.9593348,2392284.63523568,
103378,"August 24, 2015",Partially Verified,Mediterranean,2,,Unknown,Unknown,Western Mediterranean,"30 miles from Mortril, Granada, Spain",,2,,25-30,Andulucia Information,http://bit.ly/2cB3NE3,,,Drowning,,-393215.779520233,4388050.76661353,
103379,"November 25, 2015",Partially Verified,U.S./Mexico Border,1,,Unknown,Central America,,"Rio Bravo, Nuevo Laredo, Tamaulipas, Mexico",,1,,30-35,Hoy Tamaulipas,http://bit.ly/2bY8Avg,,,Drowning,,-11075591.2924846,3185282.9890127,
113377,"August 23, 2015",Verified,Mediterranean,1,,Unknown,MENA,Eastern Mediterranean,"Body found on beach on Lesvos, Greece",,,,,IOM Greece,,,,Drowning,,2955972.62335648,4744751.71084562,
113378,"March 3, 2015",Partially Verified,North Africa,,25,Unspecified nationalities of Subsaharan Africa,Sub-Saharan Africa,Western Africa,"Off the coast of Nuadibu, Mauritania",,,,,Asociación Pro Derechos Humanos de Andalucía (APDHA),http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,,,Presumed drowning,,-1885281.51411778,2361636.53947055,
113379,"April 16, 2015",Partially Verified,Central America incl. Mexico,1,,Unknown,Central America,,"Rincón de Romos, Aguascalientes, Mexico",,1,,30-35,Noticiero El Circo,http://bit.ly/2d6gUxo,,,Hit by train,,-11390240.2767519,2538729.23164552,
113380,"June 19, 2015",Partially Verified,Mediterranean,,22,Unspecified nationalities of Sub-Saharan Africa,Sub-Saharan Africa,Western Mediterranean,"Boat left from the coast of Al Hoceima, Morocco. Search called off after 2 days with no sign",,,,,Asociación Pro Derechos Humanos de Andalucía (APDHA),http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,,,Presumed drowning,,-442647.258072358,4211890.31857819,
113381,"August 30, 2015",Partially Verified,Mediterranean,1,,Unspecified nationality of Sub-Saharan Africa,Sub-Saharan Africa,Western Mediterranean,"Rocks near Santa Catalina, Ceuta, Spain",,1,,,Asociación Pro Derechos Humanos de Andalucía (APDHA),http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,,,Drowning,12,-592323.210910884,4284185.69486844,
113382,"October 12, 2015",Partially Verified,Mediterranean,1,1,Morocco,Sub-Saharan Africa,Western Mediterranean,"Off the coast of Melilla, Spain",,1,1,17,Asociación Pro Derechos Humanos de Andalucía (APDHA),http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,,,Drowning,,-325564.304949621,4201035.68619673,
113383,"November 16, 2015",Partially Verified,U.S./Mexico Border,1,,Mexico,Central America & Mexico,Mexico to US,"Rio Bravo near La Playita, Reynosa, Tamaulipas, Mexico",,1,,34,Zupango,http://bit.ly/2cXVnTk,,,Drowning,,-10938756.2590915,3009647.97975398,
113777,"May 25, 2015",Partially Verified,Mediterranean,1,,Unknown,Unknown,Western Mediterranean,"Rocks near the port of Melilla, Spain",,1,1,,Asociación Pro Derechos Humanos de Andalucía (APDHA),http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,,,Fell from boat,,-325889.162274393,4201054.79545346,
113778,"August 3, 2015",Partially Verified,Central America incl. Mexico,1,,Honduras,Central America,,"Huichapan, Hidalgo, Mexico",,1,,22,Tiempo,http://bit.ly/2cB49ov,,,Shot,,-11092581.1672756,2317357.66422773,
113779,"September 9, 2015",Partially Verified,Mediterranean,1,,Unspecified nationality of North Africa,Sub-Saharan Africa,Western Mediterranean,"Found in cave on the coast near Melilla, Spain",,1,,,Asociación Pro Derechos Humanos de Andalucía (APDHA),http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,,,Unknown,,-328296.928721472,4206892.67353006,
125377,"July 15, 2015",Verified,Europe,1,,Pakistan,South Asia,Calais to UK,Died of injuries in Calais hospital after road accident,,1,,23,Calais Migrant Solidarity,http://bit.ly/1DPsGT2,,,Road accident,,210501.102166316,6610198.86989203,
130177,"June 13, 2015",Partially Verified,Central America incl. Mexico,5,,Ghana,Sub-Saharan Africa,Darien Gap,"Darien Gap, Río Turquesa, Bajo Chiquito, Panama",,,,,Ghana WEb and Critica .com,http://bit.ly/2gnXhxU and http://bit.ly/2gbBe1q,,,Presumed drowning,,-8642724.97869134,942232.784408004,
